X,nextGPA,left_school,nextGPA_nonorm,T,hsgrade_pct,totcredits_year1,age_at_entry,male,bpl_north_america,english,loc_campus1,loc_campus2,loc_campus3,clustervar
.2899999916553497,-1.5,0,0,1,37,4,19,1,1,1,1,0,0,-.28999999
-1.210000038146973,1.9200001,0,3.4200001,0,57,5,19,1,1,1,1,0,0,1.21
-.5299999713897705,2.2,0,3.7,0,54,5,19,0,1,1,0,1,0,.52999997
-1.320000052452087,1.95,0,3.45,0,70,5,17,0,1,1,1,0,0,1.3200001
-1.559999942779541,.69000006,0,2.1900001,0,60,5,19,0,1,1,1,0,0,1.5599999
-.0500000007450581,.60000002,0,2.2,0,15,4,18,1,1,1,0,0,1,.050000001
-.3300000131130219,1.4,0,3,0,50,4,19,1,1,0,0,0,1,.33000001
-.1800000071525574,-.41999996,0,1.08,0,14,4,19,0,0,0,1,0,0,.18000001
-1.100000023841858,1.46,0,2.96,0,25,5,18,1,1,1,1,0,0,1.1
-.6600000262260437,1.3800001,0,2.8800001,0,22,4.5,20,1,1,0,1,0,0,.66000003
-1.299999952316284,1.1,0,2.7,0,36,3.5,19,0,1,1,0,0,1,1.3
.6899999976158142,,1,,1,12,4.5,19,0,1,0,1,0,0,-.69
-.4799999892711639,1.1300001,0,2.6300001,0,86,4.5,19,0,1,1,0,1,0,.47999999
-5.00000000000e-06,.5,0,2,0,56,4,20,0,0,0,1,0,0,0
-.239999994635582,.66000009,0,2.1600001,0,10,4.5,19,1,1,1,1,0,0,.23999999
-.9800000190734863,1.23,0,2.73,0,79,5,18,0,1,0,1,0,0,.98000002
.25,.99000001,0,2.49,1,37,4,19,1,1,1,1,0,0,-.25
-.4199999868869782,,0,,0,65,5,19,0,1,1,0,0,1,.41999999
-.4799999892711639,1.4699999,0,3.0699999,0,52,4,19,0,1,1,0,0,1,.47999999
-1.200000047683716,.72000003,0,2.22,0,49,5,18,0,1,1,1,0,0,1.2
-1,.35000002,0,1.85,0,17,5,19,1,1,1,1,0,0,1
-.0299999993294477,.89999998,0,2.5,0,24,3,18,1,1,0,0,0,1,.029999999
1.340000033378601,-1.6,0,-2.3841858e-08,1,11,5,17,1,1,1,0,0,1,-1.34
.2199999988079071,-.34000003,0,1.16,1,12,4,18,0,1,1,0,1,0,-.22
-.2800000011920929,-.75,0,.75,0,8,4,18,0,1,1,0,1,0,.28
-1.919999957084656,1.77,0,3.27,0,95,5,19,0,1,1,1,0,0,1.92
-1.25,2.2,0,3.7,0,30,4,18,0,1,1,1,0,0,1.25
-2.119999885559082,2.1199999,0,3.6199999,0,55,5,19,0,1,0,1,0,0,2.1199999
-.3499999940395355,,1,,0,7,4,19,1,1,0,0,1,0,.34999999
-1.830000042915344,1.78,0,3.28,0,36,4.5,19,0,1,1,0,1,0,1.83
-1.980000019073486,,1,,0,83,5,19,0,1,1,1,0,0,1.98
.1500000059604645,.5,0,2,1,49,4,19,0,1,1,1,0,0,-.15000001
1.029999971389771,.10000002,0,1.7,1,1,3,20,0,1,1,0,0,1,-1.03
.9900000095367432,-.83999997,0,.66000003,1,35,5,19,1,1,0,1,0,0,-.99000001
-1.379999995231628,1.9,0,3.5,0,62,4,19,0,1,1,0,0,1,1.38
-.4399999976158142,,0,,0,18,5,19,1,1,1,0,1,0,.44
-1.649999976158142,2.0599999,0,3.5599999,0,68,4,19,0,1,1,1,0,0,1.65
-1.72000002861023,.5,0,2,0,82,4.5,20,0,0,0,1,0,0,1.72
-1.929999947547913,2.5799999,0,4.0799999,0,96,5,18,0,1,1,1,0,0,1.9299999
-.4399999976158142,,1,,0,45,4.5,19,0,1,1,1,0,0,.44
-.5400000214576721,1.1,0,2.7,0,19,4,19,1,0,0,0,0,1,.54000002
1.389999985694885,,0,,1,75,4,18,1,1,1,1,0,0,-1.39
-1.200000047683716,.76999998,0,2.27,0,81,5,19,0,1,0,1,0,0,1.2
-.7300000190734863,.69999993,0,2.3,0,71,3,19,0,1,1,0,0,1,.73000002
